Gene_Name,homologous_superfamily,name
RET,"['IPR011009', 'IPR015919']","['Protein kinase-like domain superfamily', 'Cadherin-like superfamily']"
LYN,"['IPR011009', 'IPR036028', 'IPR036860']","['Protein kinase-like domain superfamily', 'SH3-like domain superfamily', 'SH2 domain superfamily']"
ZMYM1,['IPR012337'],['Ribonuclease H-like superfamily']
MAG,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
FAM27E3,,
FZD3,['IPR036790'],['Frizzled cysteine-rich domain superfamily']
NGB,"['IPR009050', 'IPR012292']","['Globin-like superfamily', 'Globin/Protoglobin']"
UBN1,,
PCDH12,['IPR015919'],['Cadherin-like superfamily']
CCDC82,,
ZDHHC4,,
OGFOD1,,
SPG11,,
TPM2,,
FH,"['IPR008948', 'IPR024083']","['L-Aspartase-like', 'Fumarase/histidase, N-terminal']"
LINC00471,"['IPR008948', 'IPR024083']","['L-Aspartase-like', 'Fumarase/histidase, N-terminal']"
FIBCD1,"['IPR014715', 'IPR014716', 'IPR036056']","['Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 2', 'Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1', 'Fibrinogen-like, C-terminal']"
NEB,['IPR036028'],['SH3-like domain superfamily']
ACP6,['IPR029033'],['Histidine phosphatase superfamily']
ISYNA1,['IPR036291'],['NAD(P)-binding domain superfamily']
IL1RAP,"['IPR013783', 'IPR035897', 'IPR036179']","['Immunoglobulin-like fold', 'Toll/interleukin-1 receptor homology (TIR) domain superfamily', 'Immunoglobulin-like domain superfamily']"
NOX4,"['IPR017938', 'IPR039261']","['Riboflavin synthase-like beta-barrel', 'Ferredoxin-NADP reductase (FNR), nucleotide-binding domain']"
OBP2B,['IPR012674'],['Calycin']
RADIL,['IPR008984'],['SMAD/FHA domain superfamily']
MOXD1,"['IPR008977', 'IPR014784', 'IPR036939']","['PHM/PNGase F domain superfamily', 'Copper type II, ascorbate-dependent monooxygenase-like, C-terminal', 'Copper type II, ascorbate-dependent monooxygenase, N-terminal domain superfamily']"
IL26,['IPR009079'],"['Four-helical cytokine-like, core']"
FBXL6,"['IPR032675', 'IPR036047']","['Leucine-rich repeat domain superfamily', 'F-box-like domain superfamily']"
VCPIP1,,
NEXN,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
LDLRAP1,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
ARMCX6,,
TMEM138,,
UQCC3,,
BRD7,['IPR036427'],['Bromodomain-like superfamily']
NMRK2,['IPR027417'],['P-loop containing nucleoside triphosphate hydrolase']
DCP1A,['IPR011993'],['PH-like domain superfamily']
KRCC1,['IPR011993'],['PH-like domain superfamily']
MAGED4B,['IPR041899'],"['MAGE homology domain, winged helix WH2 motif']"
FANCF,['IPR038505'],"['FANCF, C-terminal domain superfamily']"
KCNJ16,"['IPR013518', 'IPR014756']","['Potassium channel, inwardly rectifying, Kir, cytoplasmic', 'Immunoglobulin E-set']"
ZNF469,['IPR036236'],['Zinc finger C2H2 superfamily']
CHCHD4,,
ZADH2,"['IPR011032', 'IPR036291']","['GroES-like superfamily', 'NAD(P)-binding domain superfamily']"
VPS50,,
HDDC3,,
LRRC71,,
COL5A1,['IPR013320'],['Concanavalin A-like lectin/glucanase domain superfamily']
MKKS,"['IPR027409', 'IPR027410', 'IPR027413']","['GroEL-like apical domain superfamily', 'TCP-1-like chaperonin intermediate domain superfamily', 'GroEL-like equatorial domain superfamily']"
CLEC2A,"['IPR016186', 'IPR016187']","['C-type lectin-like/link domain superfamily', 'C-type lectin fold']"
ST6GAL2,"['IPR011330', 'IPR038578']","['Glycoside hydrolase/deacetylase, beta/alpha-barrel', 'GT29-like superfamiliy']"
ACOT13,['IPR029069'],['HotDog domain superfamily']
PNRC2,,
MED4,,
NXT2,['IPR032710'],['NTF2-like domain superfamily']
PTCRA,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
ZNF594,['IPR036236'],['Zinc finger C2H2 superfamily']
TTC30B,['IPR011990'],['Tetratricopeptide-like helical domain superfamily']
EPGN,,
TMEM199,,
STEAP3,['IPR036291'],['NAD(P)-binding domain superfamily']
MYBPC2,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
TRIP6,,
RBM26,,
ARRDC1,['IPR014756'],['Immunoglobulin E-set']
MYOM2,"['IPR013783', 'IPR036116', 'IPR036179']","['Immunoglobulin-like fold', 'Fibronectin type III superfamily', 'Immunoglobulin-like domain superfamily']"
DHRSX,,
SPINK6,['IPR036058'],['Kazal domain superfamily']
KCNRG,['IPR011333'],['SKP1/BTB/POZ domain superfamily']
C12orf45,,
ZMAT5,,
LYPD4,,
BDH1,,
SMIM22,,
UQCR10,['IPR036656'],['Cytochrome b-c1 complex subunit 9 superfamily']
CDHR4,['IPR015919'],['Cadherin-like superfamily']
LYPD5,,
PRSS16,"['IPR029058', 'IPR042269']","['Alpha/Beta hydrolase fold', 'Serine carboxypeptidase S28, SKS domain']"
FZD2,['IPR036790'],['Frizzled cysteine-rich domain superfamily']
GRIK2,['IPR028082'],['Periplasmic binding protein-like I']
FRG1,['IPR008999'],['Actin-crosslinking']
HINT3,['IPR008999'],['Actin-crosslinking']
GPR18,,
TPSAB1,"['IPR009003', 'IPR043504']","['Peptidase S1, PA clan', 'Peptidase S1, PA clan, chymotrypsin-like fold']"
GRIK3,['IPR028082'],['Periplasmic binding protein-like I']
TIAM1,"['IPR011993', 'IPR035899', 'IPR036034']","['PH-like domain superfamily', 'Dbl homology (DH) domain superfamily', 'PDZ superfamily']"
IL24,['IPR009079'],"['Four-helical cytokine-like, core']"
RHOH,['IPR027417'],['P-loop containing nucleoside triphosphate hydrolase']
FAM89B,,
SH2D3C,"['IPR023578', 'IPR036860', 'IPR036964']","['Ras guanine nucleotide exchange factor domain superfamily', 'SH2 domain superfamily', 'Ras guanine-nucleotide exchange factor catalytic domain superfamily']"
SEC14L3,"['IPR036598', 'IPR036865']","['GOLD domain superfamily', 'CRAL-TRIO lipid binding domain superfamily']"
LMBR1L,,
SEC14L4,"['IPR036273', 'IPR036598', 'IPR036865']","['CRAL/TRIO, N-terminal domain superfamily', 'GOLD domain superfamily', 'CRAL-TRIO lipid binding domain superfamily']"
CWC27,['IPR029000'],['Cyclophilin-like domain superfamily']
DHRS13,['IPR036291'],['NAD(P)-binding domain superfamily']
MTFP1,,
PLGLB1,,
OLFM4,['IPR011041'],['Soluble quinoprotein glucose/sorbosone dehydrogenase']
SERHL,['IPR029058'],['Alpha/Beta hydrolase fold']
GNA13,"['IPR011025', 'IPR027417']","['G protein alpha subunit, helical insertion', 'P-loop containing nucleoside triphosphate hydrolase']"
ECH1,"['IPR014748', 'IPR029045']","['Enoyl-CoA hydratase, C-terminal', 'ClpP/crotonase-like domain superfamily']"
TWIST1,['IPR036638'],['Helix-loop-helix DNA-binding domain superfamily']
ARHGAP5,"['IPR008936', 'IPR036517']","['Rho GTPase activation protein', 'FF domain superfamily']"
PTPN14,"['IPR011993', 'IPR014352', 'IPR029021', 'IPR029071', 'IPR035963']","['PH-like domain superfamily', 'FERM/acyl-CoA-binding protein superfamily', 'Protein-tyrosine phosphatase-like', 'Ubiquitin-like domain superfamily', 'FERM superfamily, second domain']"
MLLT11,,
SMIM20,,
WSCD1,['IPR027417'],['P-loop containing nucleoside triphosphate hydrolase']
PLA2R1,"['IPR016186', 'IPR016187', 'IPR035992', 'IPR036943']","['C-type lectin-like/link domain superfamily', 'C-type lectin fold', 'Ricin B-like lectins', 'Fibronectin type II domain superfamily']"
MACO1,,
KIRREL2,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
PCNX2,,
DNAJB4,"['IPR008971', 'IPR036869']","['HSP40/DnaJ peptide-binding', 'Chaperone J-domain superfamily']"
TJP2,"['IPR027417', 'IPR036028', 'IPR036034']","['P-loop containing nucleoside triphosphate hydrolase', 'SH3-like domain superfamily', 'PDZ superfamily']"
CYP27A1,['IPR036396'],['Cytochrome P450 superfamily']
SUSD1,"['IPR009030', 'IPR035976']","['Growth factor receptor cysteine-rich domain superfamily', 'Sushi/SCR/CCP superfamily']"
UTS2B,,
MANBAL,,
MALT1,"['IPR011029', 'IPR013783', 'IPR029030', 'IPR036179']","['Death-like domain superfamily', 'Immunoglobulin-like fold', 'Caspase-like domain superfamily', 'Immunoglobulin-like domain superfamily']"
MTREX,['IPR027417'],['P-loop containing nucleoside triphosphate hydrolase']
TRIM10,"['IPR013083', 'IPR043136']","['Zinc finger, RING/FYVE/PHD-type', 'B30.2/SPRY domain superfamily']"
FAM90A7P,,
RPRD1B,['IPR008942'],['ENTH/VHS']
MIEF1,,
HPS4,,
AKAP6,,
GAMT,['IPR029063'],['S-adenosyl-L-methionine-dependent methyltransferase']
MALL,,
SH2D7,['IPR036860'],['SH2 domain superfamily']
PRDM2,['IPR036236'],['Zinc finger C2H2 superfamily']
LCTL,['IPR017853'],['Glycoside hydrolase superfamily']
UGT2A3,,
C5orf67,,
NKAP,,
GLIPR1L1,['IPR035940'],['CAP superfamily']
XPNPEP3,"['IPR029149', 'IPR036005']","['Creatinase/Aminopeptidase P/Spt16, N-terminal', 'Creatinase/aminopeptidase-like']"
MAPRE1,"['IPR036133', 'IPR036872', 'IPR042180']","['EB1, C-terminal domain superfamily', 'CH domain superfamily', 'Intermediate filament, rod domain, coil 1B']"
ZNF174,"['IPR036236', 'IPR038269']","['Zinc finger C2H2 superfamily', 'SCAN domain superfamily']"
ZRSR2,"['IPR012677', 'IPR035979']","['Nucleotide-binding alpha-beta plait domain superfamily', 'RNA-binding domain superfamily']"
ZRSR2P1,"['IPR012677', 'IPR035979']","['Nucleotide-binding alpha-beta plait domain superfamily', 'RNA-binding domain superfamily']"
STRN3,,
SSBP2,,
ATN1,,
FAM90A2P,,
ALX1,['IPR009057'],['Homeobox-like domain superfamily']
ATPAF2,['IPR023335'],['ATP12 orthogonal Bundle domain superfamily']
HAP1,,
TTC9C,['IPR011990'],['Tetratricopeptide-like helical domain superfamily']
CABS1,,
ATXN3,,
DNAJC1,"['IPR009057', 'IPR036869']","['Homeobox-like domain superfamily', 'Chaperone J-domain superfamily']"
ATXN1,['IPR036096'],"['Ataxin, AXH domain superfamily']"
TSPY2,['IPR037231'],['NAP-like superfamily']
JAGN1,,
IER5L,,
CCDC85C,,
SNORC,,
ENPP6,['IPR017850'],"['Alkaline-phosphatase-like, core domain superfamily']"
AMTN,,
ARL5B,['IPR027417'],['P-loop containing nucleoside triphosphate hydrolase']
CDC16,['IPR011990'],['Tetratricopeptide-like helical domain superfamily']
FLII,['IPR029006'],['ADF-H/Gelsolin-like domain superfamily']
WASH6P,,
PSG7,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
GALE,['IPR036291'],['NAD(P)-binding domain superfamily']
STK4,['IPR011009'],['Protein kinase-like domain superfamily']
TRPV5,,
TRIM32,['IPR013083'],"['Zinc finger, RING/FYVE/PHD-type']"
PBK,['IPR011009'],['Protein kinase-like domain superfamily']
RPP25L,['IPR036882'],['Alba-like domain superfamily']
PET117,['IPR036882'],['Alba-like domain superfamily']
COPS6,,
ALKAL2,,
MTSS1L,['IPR027267'],['AH/BAR domain superfamily']
PLP2,,
SAC3D1,,
ARID3C,['IPR036431'],['ARID DNA-binding domain superfamily']
TCF7L2,['IPR027397'],['Catenin binding domain superfamily']
CLIP2,['IPR036859'],['CAP Gly-rich domain superfamily']
LPCAT2,,
BTNL8,"['IPR013320', 'IPR013783', 'IPR036179', 'IPR043136']","['Concanavalin A-like lectin/glucanase domain superfamily', 'Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily', 'B30.2/SPRY domain superfamily']"
TMEM107,,
COASY,"['IPR014729', 'IPR027417']","['Rossmann-like alpha/beta/alpha sandwich fold', 'P-loop containing nucleoside triphosphate hydrolase']"
PMS2,"['IPR014721', 'IPR020568', 'IPR036890', 'IPR037198', 'IPR042120', 'IPR042121']","['Ribosomal protein S5 domain 2-type fold, subgroup', 'Ribosomal protein S5 domain 2-type fold', 'Histidine kinase/HSP90-like ATPase superfamily', 'MutL, C-terminal domain superfamily', 'MutL, C-terminal domain, dimerisation subdomain', 'MutL, C-terminal domain, regulatory subdomain']"
C9orf66,,
CLPTM1L,,
CISD2,['IPR042216'],"['Iron sulphur domain-containing, mitoNEET, C-terminal']"
PMS1,"['IPR014721', 'IPR020568', 'IPR036890', 'IPR036910']","['Ribosomal protein S5 domain 2-type fold, subgroup', 'Ribosomal protein S5 domain 2-type fold', 'Histidine kinase/HSP90-like ATPase superfamily', 'High mobility group box domain superfamily']"
TERF1,"['IPR009057', 'IPR036507']","['Homeobox-like domain superfamily', 'Telomere repeat-binding factor, dimerisation domain superfamily']"
TMEM88B,,
C15orf62,,
DHRS11,['IPR036291'],['NAD(P)-binding domain superfamily']
GGTLC2,"['IPR029055', 'IPR043137', 'IPR043138']","['Nucleophile aminohydrolases, N-terminal', 'Gamma-glutamyltranspeptidase, small subunit', 'Gamma-glutamyltranspeptidase, large subunit, C-terminal domain']"
LAYN,"['IPR016186', 'IPR016187']","['C-type lectin-like/link domain superfamily', 'C-type lectin fold']"
SBSN,"['IPR016186', 'IPR016187']","['C-type lectin-like/link domain superfamily', 'C-type lectin fold']"
LCLAT1,,
JADE2,,
CACNB3,"['IPR027417', 'IPR036028']","['P-loop containing nucleoside triphosphate hydrolase', 'SH3-like domain superfamily']"
MKRN3,"['IPR013083', 'IPR036855']","['Zinc finger, RING/FYVE/PHD-type', 'Zinc finger, CCCH-type superfamily']"
GAS6,"['IPR009030', 'IPR013320', 'IPR017857', 'IPR035972']","['Growth factor receptor cysteine-rich domain superfamily', 'Concanavalin A-like lectin/glucanase domain superfamily', 'Coagulation factor-like, Gla domain superfamily', 'Gamma-carboxyglutamic acid-rich (GLA) domain superfamily']"
TRDN,,
LRRC32,['IPR032675'],['Leucine-rich repeat domain superfamily']
RTN4,,
GAGE4,,
GAGE1,,
GCKR,,
GAGE2B,,
CYLD,"['IPR036859', 'IPR038765']","['CAP Gly-rich domain superfamily', 'Papain-like cysteine peptidase superfamily']"
IFT46,,
CACNA2D1,['IPR036465'],['von Willebrand factor A-like domain superfamily']
GAGE5,,
MINDY1,,
RTL1,"['IPR021109', 'IPR043502']","['Aspartic peptidase domain superfamily', 'DNA/RNA polymerase superfamily']"
SPIC,['IPR036388'],['Winged helix-like DNA-binding domain superfamily']
LYZL1,['IPR023346'],['Lysozyme-like domain superfamily']
IGFL2,,
ZNF212,"['IPR036051', 'IPR036236']","['KRAB domain superfamily', 'Zinc finger C2H2 superfamily']"
GDPD3,,
VSTM1,"['IPR013783', 'IPR036179']","['Immunoglobulin-like fold', 'Immunoglobulin-like domain superfamily']"
GAGE6,,
RPL37AP8,"['IPR011331', 'IPR011332']","['Ribosomal protein L37ae/L37e', 'Zinc-binding ribosomal protein']"
NAIP,"['IPR027417', 'IPR032675']","['P-loop containing nucleoside triphosphate hydrolase', 'Leucine-rich repeat domain superfamily']"
BAGE,,
ZNF282,['IPR036236'],['Zinc finger C2H2 superfamily']
TRAF1,['IPR008974'],['TRAF-like']
NXPE4,"['IPR013783', 'IPR014756']","['Immunoglobulin-like fold', 'Immunoglobulin E-set']"
FAM180A,,
USP47,,
E2F1,"['IPR036390', 'IPR037241']","['Winged helix DNA-binding domain superfamily', 'E2F-DP heterodimerization region']"
ADGRG7,,
SCIMP,,
SLC18A1,['IPR036259'],['MFS transporter superfamily']
ZNF514,"['IPR036051', 'IPR036236']","['KRAB domain superfamily', 'Zinc finger C2H2 superfamily']"
,"['IPR036051', 'IPR036236']","['KRAB domain superfamily', 'Zinc finger C2H2 superfamily']"
RFX4,['IPR036390'],['Winged helix DNA-binding domain superfamily']
STAT1,"['IPR008967', 'IPR012345', 'IPR015988', 'IPR036535', 'IPR036860', 'IPR038295']","['p53-like transcription factor, DNA-binding', 'STAT transcription factor, DNA-binding, N-terminal', 'STAT transcription factor, coiled coil', 'STAT transcription factor, N-terminal domain superfamily', 'SH2 domain superfamily', 'STAT1, C-terminal domain superfamily']"
TMEM69,,
JUNB,['IPR008917'],"['Transcription factor, Skn-1-like, DNA-binding domain superfamily']"
CLDN20,,
FAM74A4,,
STAT5A,"['IPR012345', 'IPR015988', 'IPR036535', 'IPR036860']","['STAT transcription factor, DNA-binding, N-terminal', 'STAT transcription factor, coiled coil', 'STAT transcription factor, N-terminal domain superfamily', 'SH2 domain superfamily']"
STAT6,"['IPR008967', 'IPR012345', 'IPR015988', 'IPR036535', 'IPR036860']","['p53-like transcription factor, DNA-binding', 'STAT transcription factor, DNA-binding, N-terminal', 'STAT transcription factor, coiled coil', 'STAT transcription factor, N-terminal domain superfamily', 'SH2 domain superfamily']"
C16orf87,"['IPR008967', 'IPR012345', 'IPR015988', 'IPR036535', 'IPR036860']","['p53-like transcription factor, DNA-binding', 'STAT transcription factor, DNA-binding, N-terminal', 'STAT transcription factor, coiled coil', 'STAT transcription factor, N-terminal domain superfamily', 'SH2 domain superfamily']"
FAM214B,,
U2AF1,"['IPR012677', 'IPR035979']","['Nucleotide-binding alpha-beta plait domain superfamily', 'RNA-binding domain superfamily']"
FA2H,['IPR036400'],['Cytochrome b5-like heme/steroid binding domain superfamily']
TIAL1,"['IPR012677', 'IPR035979']","['Nucleotide-binding alpha-beta plait domain superfamily', 'RNA-binding domain superfamily']"
SPTBN1,['IPR036872'],['CH domain superfamily']
ZBTB45,['IPR011333'],['SKP1/BTB/POZ domain superfamily']
DCUN1D2,"['IPR009060', 'IPR042460']","['UBA-like superfamily', 'DCN1-like, PONY binding domain']"
HENMT1,['IPR029063'],['S-adenosyl-L-methionine-dependent methyltransferase']
ZNF668,['IPR036236'],['Zinc finger C2H2 superfamily']
FAM102B,['IPR036236'],['Zinc finger C2H2 superfamily']
GVQW2,['IPR036236'],['Zinc finger C2H2 superfamily']
C16orf54,,
SON,['IPR036322'],['WD40-repeat-containing domain superfamily']
IFNA8,['IPR009079'],"['Four-helical cytokine-like, core']"
SLC45A3,['IPR036259'],['MFS transporter superfamily']
PRKCA,"['IPR011009', 'IPR035892']","['Protein kinase-like domain superfamily', 'C2 domain superfamily']"
HBB,"['IPR009050', 'IPR012292']","['Globin-like superfamily', 'Globin/Protoglobin']"
TMEM87B,,
C17orf112,,
OR5H1,,
S100A12,['IPR011992'],['EF-hand domain pair']
PRR3,['IPR036855'],"['Zinc finger, CCCH-type superfamily']"
PGBD1,,
LRSAM1,"['IPR013761', 'IPR032675']","['Sterile alpha motif/pointed domain superfamily', 'Leucine-rich repeat domain superfamily']"
CLPSL2,,
ILDR2,['IPR036179'],['Immunoglobulin-like domain superfamily']
PDE1B,['IPR036971'],"[""3'5'-cyclic nucleotide phosphodiesterase, catalytic domain superfamily""]"
SLC35E1,['IPR036971'],"[""3'5'-cyclic nucleotide phosphodiesterase, catalytic domain superfamily""]"
TMEM200C,,
COL7A1,"['IPR013783', 'IPR036116', 'IPR036465', 'IPR036880']","['Immunoglobulin-like fold', 'Fibronectin type III superfamily', 'von Willebrand factor A-like domain superfamily', 'Pancreatic trypsin inhibitor Kunitz domain superfamily']"
BDP1,['IPR009057'],['Homeobox-like domain superfamily']
AASS,['IPR036291'],['NAD(P)-binding domain superfamily']
SPATA31A1,['IPR036291'],['NAD(P)-binding domain superfamily']
HSH2D,,
OR1Q1,,
OR8G1,,
OR4D1,,
SAXO2,,
GPRC5C,,
TRIM36,"['IPR013320', 'IPR013783', 'IPR043136']","['Concanavalin A-like lectin/glucanase domain superfamily', 'Immunoglobulin-like fold', 'B30.2/SPRY domain superfamily']"
ZNF45,"['IPR036051', 'IPR036236']","['KRAB domain superfamily', 'Zinc finger C2H2 superfamily']"
HEYL,['IPR036638'],['Helix-loop-helix DNA-binding domain superfamily']
OR1C1,,
TIGAR,['IPR029033'],['Histidine phosphatase superfamily']
CD164L2,,
C12orf4,,
SEMG2,,
GBGT1,['IPR029044'],['Nucleotide-diphospho-sugar transferases']
WEE1,['IPR011009'],['Protein kinase-like domain superfamily']
GRIA3,['IPR028082'],['Periplasmic binding protein-like I']
TMCO3,['IPR038770'],['Sodium/solute  symporter  superfamily']
GRIA2,['IPR028082'],['Periplasmic binding protein-like I']
FAM221B,,
PRAMEF14,['IPR032675'],['Leucine-rich repeat domain superfamily']
OR8B8,,
PRAMEF19,['IPR032675'],['Leucine-rich repeat domain superfamily']
MED26,['IPR035441'],['TFIIS/LEDGF domain superfamily']
DIXDC1,"['IPR029071', 'IPR036872', 'IPR038207']","['Ubiquitin-like domain superfamily', 'CH domain superfamily', 'DIX domain superfamily']"
