AccessionKeys,Gene_Name,novelty,idgTDL_Tbio,idgTDL_Tchem,idgTDL_Tclin,idgTDL_Tdark,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len
P43251,BTD,-1.61209431,1,0,0,0,8,135,1,0.672414,0.672414,0.658333,,0.63125,543
A6NLE4,SMIM23,0.77815125,0,0,0,1,0,2,,,,1,,1,172
P31267,HOXA6,-1.018150463,1,0,0,0,17,183,,0.937931,0.937931,0.838889,0.324074,0.847917,233
P31269,HOXA9,-2.447474139,1,0,0,0,18,252,,0.958621,0.958621,0.83642,,0.8875,272
P31268,HOXA7,-2.348427386,1,0,0,0,19,132,,0.958621,0.958621,0.797222,,0.825,230
Q8N4C7,STX19,1.113943352,0,0,0,1,2,95,14,0.806897,0.806897,0.844444,,0.90625,294
Q8N4C6,NIN,-2.66806885,1,0,0,0,2,66,,0.482759,0.482759,0.672222,0.643836,0.75625,2090
Q8N4C9,C17orf78,,0,0,0,1,0,59,,,,0.997222,,,275
Q8N4C8,MINK1,-2.101813634,0,1,0,0,3,178,,0.534483,0.534483,0.597222,0.556306,0.54375,1332
Q9NPF0,CD320,-1.518185729,1,0,0,0,6,107,,,,0.622222,0.908451,0.585417,282
P31270,HOXA11,-1.966526384,1,0,0,0,99,270,,0.975862,0.975862,0.997222,0.98,0.9625,313
Q6UVK1,CSPG4,-2.201656024,1,0,0,0,208,395,,0.534483,0.534483,0.85,0.388889,0.939583,2322
Q9NPF2,CHST11,-1.447651236,1,0,0,0,53,112,,0.937931,0.913793,0.797222,0.435811,0.677083,352
Q04844,CHRNE,-1.660478401,0,0,1,0,25,117,2,0.844828,0.844828,1,,0.997917,493
P31271,HOXA13,-2.000633228,1,0,0,0,3,114,,0.975862,0.975862,0.95,,0.975,388
A6NLF2,ELOA3D,,0,0,0,1,0,0,,0.996552,,0,,,546
Q15572,TAF1C,-0.577053893,1,0,0,0,9,97,9,0.806897,0.806897,0.563889,,0.7,869
Q14241,ELOA,-1.285260704,1,0,0,0,28,289,,0.710345,,0.472222,0.497653,0.5625,798
Q9NPF4,OSGEP,-1.825874166,1,0,0,0,19,80,7,0.465517,0.465517,0.502778,,0.6875,335
Q5T7M9,FAM69A,0.106053391,0,0,0,1,0,24,,0.975862,0.975862,0.625,0.448889,0.677083,428
Q9NPF5,DMAP1,-1.209041252,1,0,0,0,51,220,28,0.558621,0.558621,0.472222,,0.545833,467
Q14240,EIF4A2,-2.300283651,1,0,0,0,2,211,1,0.465517,0.465517,0.6,,0.516667,407
P43243,MATR3,-1.741406532,1,0,0,0,20,167,,0.465517,0.465517,0.547222,0.071111,0.516667,847
Q9NPF7,IL23A,-2.250545062,0,0,1,0,136,497,3,,,0.898148,0.571918,0.997917,189
Q9NPF8,ADAP2,-1.012985218,1,0,0,0,2,104,1,0.913793,0.913793,0.825,,0.835417,381
Q03518,TAP1,-1.843096652,1,0,0,0,40,241,1,0.482759,0.482759,0.777778,0.183099,0.90625,808
Q03519,TAP2,-1.226641773,1,0,0,0,8,160,1,0.503448,0.503448,0.691667,0.719697,0.76875,686
Q14244,MAP7,-1.508483249,1,0,0,0,3,109,62,0.727586,0.693103,0.777778,0.424658,0.825,749
P43246,MSH2,-3.156163244,1,0,0,0,185,503,1,0.465517,0.465517,0.538889,0.44213,0.63125,934
Q15573,TAF1A,-0.841538235,1,0,0,0,11,161,,0.9,0.9,0.605556,0.420188,0.7,450
Q14242,SELPLG,-2.769888427,1,0,0,0,391,626,1,0.862069,0.862069,0.888889,0.9375,0.985417,412
Q14249,ENDOG,-2.227914579,1,0,0,0,95,334,,0.627586,0.627586,0.797222,0.472973,0.527083,297
P56557,TMEM50B,-0.319750302,0,0,0,1,2,28,,0.710345,0.710345,0.736111,0.504505,0.63125,158
Q14247,CTTN,-2.62377354,1,0,0,0,78,722,7,0.482759,0.482759,0.569444,0.384444,0.658333,550
P56556,NDUFA6,-2.674874474,0,0,1,0,2,59,,0.465517,0.465517,0.611111,,0.48125,154
P56555,DSCR4,-1.129260085,0,0,0,1,0,22,2,,,0.997222,,1,118
Q14246,ADGRE1,-1.339866897,1,0,0,0,215,430,,0.996552,,0.966667,,0.985417,886
Q5T7R7,C1orf185,,0,0,0,1,0,25,,0.9,0.9,1,,1,199
Q8N4K4,RPRML,0.477121255,0,0,0,1,0,15,,,,1,,0.929167,120
P56559,ARL4C,-1.006883369,1,0,0,0,2,58,18,0.975862,0.975862,0.797222,,0.847917,192
Q6UW15,REG3G,-1.394157214,1,0,0,0,7,136,,0.996552,0.996552,0.997222,,1,175
Q04837,SSBP1,-1.747703173,1,0,0,0,25,118,4,0.465517,0.465517,0.472222,0.364865,0.516667,148
Q15583,TGIF1,-1.476676591,1,0,0,0,122,270,1,0.996552,0.996552,0.658333,,0.710417,401
Q96JA1,LRIG1,-1.901205422,1,0,0,0,26,148,10,0.727586,0.727586,0.766667,0.734234,0.5625,1093
Q15582,TGFBI,-2.636149318,1,0,0,0,65,287,,0.534483,0.534483,0.888889,0.90411,0.997917,683
Q96JA4,MS4A14,0.645525685,0,0,0,1,1,72,,1,1,1,,1,679
Q96JA3,PLEKHA8,-0.863392206,1,0,0,0,3,130,2,1,1,0.536111,,0.660417,519
Q14254,FLOT2,-1.98443237,1,0,0,0,27,216,5,0.465517,0.465517,0.55,0.355556,0.572917,428
Q6UW10,SFTA2,-0.513346126,0,0,0,1,0,0,8,,,1,,0.997917,78
Q5SVS4,SLC25A30,0.101457639,0,0,0,1,0,13,,0.844828,0.844828,0.733333,,0.60625,291
Q8N4J0,CARNMT1,-0.425968732,1,0,0,0,35,80,23,0.913793,,0.536111,,0.61875,409
Q14258,TRIM25,-2.369663672,1,0,0,0,52,387,1,0.465517,0.465517,0.538889,0.464286,0.733333,630
Q14257,RCN2,-1.227560272,1,0,0,0,12,62,,0.465517,0.465517,0.888889,0.855856,0.539583,317
Q5T848,GPR158,-0.747728658,1,0,0,0,0,49,,0.996552,0.996552,1,,0.9625,1215
Q5I7T1,ALG10B,-1.324297437,1,0,0,0,0,69,3,0.710345,0.710345,0.533333,0.438356,0.791667,473
Q04826,HLA-B,-1.887524703,1,0,0,0,0,0,,,,,,,362
P68543,UBXN2A,-0.232067916,1,0,0,0,2,77,4,0.958621,0.958621,0.491667,0.522222,0.527083,259
Q04828,AKR1C1,-3.121610351,0,1,0,0,52,172,1,0.503448,0.503448,0.95,,0.847917,323
Q15596,NCOA2,-2.173875937,1,0,0,0,51,197,4,0.786207,0.786207,0.508333,,0.504167,1464
Q14264,ERV3-1,-1.769405487,1,0,0,0,0,81,,,,0.697222,0.564444,0.7,604
Q5T7P3,LCE1B,-1.107250385,0,0,0,1,0,36,,,,1,,0.997917,118
P81534,DEFB103B,-2.274775455,1,0,0,0,9,89,2,,,0.97619,,0,67
Q5T7P2,LCE1A,-1.129298512,1,0,0,0,0,80,,,,1,,0.997917,110
Q15599,SLC9A3R2,-1.897315944,1,0,0,0,7,170,66,0.558621,0.558621,0.752778,0.849315,0.654167,337
E7EW31,PROB1,-0.568201725,0,0,0,1,0,3,,0.975862,0.975862,0.980556,0.986301,0.997917,1015
Q5T7P8,SYT6,-0.940408488,1,0,0,0,79,210,4,0.862069,0.862069,0.997222,,0.90625,510
Q5T7P6,TMEM78,,0,0,0,1,0,1,,,,0.648148,,0.881944,136
P69892,HBG2,-1.470843733,1,0,0,0,3,60,11,0.465517,0.465517,1,0.965753,0.997917,147
P69891,HBG1,-2.449458578,1,0,0,0,20,87,,0.465517,0.465517,1,0.931507,0.997917,147
A6NLI5,TRIM64C,,0,0,0,1,0,0,,,,,,,447
Q9NPA0,EMC7,0.113905256,0,0,0,1,2,36,5,0.482759,0.482759,0.491667,0.592342,0.470833,242
Q9NPA1,KCNMB3,-0.76008726,1,0,0,0,127,184,,0.996552,0.996552,0.716049,0.803241,0.745833,279
Q9NPA2,MMP25,-1.533306577,0,1,0,0,57,185,,1,1,0.966667,,0.997917,562
Q9NPA3,MID1IP1,-0.745595213,1,0,0,0,6,97,30,0.958621,0.958621,0.811111,,0.539583,183
Q9NPA5,ZFP64,-0.901819088,1,0,0,0,4,153,,0.975862,,0.519444,,0.61875,681
Q5SW24,DACT2,-1.139213793,1,0,0,0,3,55,,0.710345,0.710345,0.966667,0.435556,0.916667,774
Q9NPA8,ENY2,-1.886649697,1,0,0,0,4,84,,0.534483,0.534483,0.475,0.44213,0.489583,101
P55259,GP2,-2.632744743,1,0,0,0,44,163,,0.862069,0.862069,1,1,1,537
P56589,PEX3,-1.793620787,1,0,0,0,9,79,,0.655172,0.655172,0.547222,0.542222,0.527083,373
Q5SVQ8,ZBTB41,0.954242509,0,0,0,1,0,77,,0.975862,0.975862,0.533333,,0.572917,909
Q8N4H0,SPATA6L,,0,0,0,1,0,52,3,1,1,0.90625,0.934156,0.90625,392
P0C8F1,PATE4,0.273001272,0,0,0,1,0,16,,1,1,1,1,1,98
Q8N4H5,TOMM5,-0.946592617,0,0,0,1,0,11,,0.503448,0.503448,0.472222,0.636986,0.489583,51
Q6UW02,CYP20A1,-0.625698896,0,0,0,1,18,166,1,0.52069,0.52069,0.538889,,0.658333,462
Q6UW01,CBLN3,-0.488013222,0,0,0,1,0,56,,,,0.777778,0.986111,0.997917,205
A6NLJ0,C2CD4B,-0.64909522,0,0,0,1,0,7,,0.882759,0.882759,0.966667,,0.9625,364
Q9NPB0,SAYSD1,0.903089987,0,0,0,1,8,60,13,0.937931,0.937931,0.925926,,0.975,183
P55263,ADK,-2.537453768,0,1,0,0,60,298,,0.482759,0.465517,0.544444,0.383803,0.572917,362
Q9NPB1,NT5M,-2.925984892,0,1,0,0,5,44,,,,0.873016,,0.733333,228
Q9UD57,NKX1-2,-0.257945094,0,0,0,1,0,67,,0.975862,0.975862,0.980556,,0.90625,310
Q9NPB3,CABP2,-0.797474276,1,0,0,0,0,76,,1,1,1,,0.975,220
Q14289,PTK2B,-2.684245807,0,1,0,0,113,742,1,0.617241,0.617241,0.811111,0.66,0.916667,1009
Q9NPB6,PARD6A,-0.978231242,1,0,0,0,2,196,4,0.958621,0.958621,0.925926,0.516667,0.90625,346
Q96IT6,ARHGAP5-AS1,,0,0,0,1,0,0,,,,,,,56
Q70CQ4,USP31,0.477121255,1,0,0,0,22,42,,0.862069,0.862069,0.813889,,0.745833,1352
Q70CQ2,USP34,-0.037788559,1,0,0,0,24,72,,0.748276,0.748276,0.544444,,0.585417,3546
Q96IT1,ZNF496,-0.615423957,0,0,0,1,52,114,,0.958621,0.958621,0.675,,0.733333,587
Q70CQ3,USP30,-1.232572581,1,0,0,0,4,119,,0.806897,0.806897,0.519444,0.202703,0.516667,517
B9EJG8,TMEM150C,-0.430469234,0,0,0,1,0,11,,1,1,0.966667,0.986486,0.75625,249
Q70CQ1,USP49,-0.328237676,1,0,0,0,4,90,3,1,1,0.655556,,0.641667,688
Q4VCS5,AMOT,-1.759324725,1,0,0,0,46,318,,0.672414,0.672414,0.980556,0.936275,0.733333,1084
P31213,SRD5A2,,0,0,1,0,9,195,1,0.996552,0.996552,0.95,,,254
P56524,HDAC4,-2.422309481,0,0,1,0,171,825,2,0.482759,0.482759,0.597222,0.311594,0.6875,1084
Q02297,NRG1,-2.931050155,1,0,0,0,125,560,33,1,0.9,0.841667,,0.814583,640
Q96IS3,RAX2,-1.114221651,1,0,0,0,2,38,,0.958621,0.958621,0.980556,,0.997917,184
Q96J42,TXNDC15,0.903089987,0,0,0,1,0,68,16,0.786207,0.786207,0.522222,0.618721,0.547917,360
Q6JVE9,LCN8,-1.247798001,1,0,0,0,0,81,6,,,1,,0.985417,175
Q6ISB3,GRHL2,-2.112158297,1,0,0,0,4,108,1,0.975862,0.975862,0.827778,,0.929167,625
Q96IR7,HPDL,0.176091259,0,0,0,1,0,29,,,,0.83642,0.594595,0.929167,371
Q6JVE5,LCN12,-0.383216755,0,0,0,1,3,41,1,,,1,,1,192
Q6JVE6,LCN10,0.363177903,0,0,0,1,0,55,,,,0.997222,0.986111,0.916667,187
P06276,BCHE,-3.34789877,0,0,1,0,48,276,21,0.655172,0.655172,0.958333,0.541096,0.939583,602
P45844,ABCG1,-2.527014035,1,0,0,0,24,260,,1,0.996552,0.716667,0.506757,0.883333,678
P06239,LCK,-3.177740362,0,0,1,0,360,1180,2,0.465517,0.465517,0.966667,0.906103,0.975,509
P55201,BRPF1,-1.448338152,0,1,0,0,13,32,4,0.693103,0.693103,0.547222,0.485294,0.654167,1214
B7Z1M9,C2CD4D,0.903089987,0,0,0,1,0,1,,1,1,0.881944,,0.885417,353
P0C7X3,CCNYL3,,0,0,0,1,0,0,,,,,,,344
P0C7X2,ZNF688,0.477121255,0,0,0,1,2,119,,1,1,0.513889,,0.54375,276
Q96IR3,,,0,0,0,1,0,0,,,,,,,41
P0C7X1,TBC1D3H,,0,0,0,1,0,49,,,1,0.980556,0.983333,,549
P0C7X0,FAM90A24P,,0,0,0,1,0,0,,,,,,,464
P55209,NAP1L1,-1.159912985,1,0,0,0,20,131,13,0.465517,0.465517,0.613889,0.203196,0.677083,391
P56539,CAV3,-2.585013289,1,0,0,0,42,200,32,0.57931,0.57931,0.997222,0.923611,0.997917,151
Q96IR2,ZNF845,0.589095014,0,0,0,1,0,64,,0.672414,0.672414,0.525,,0.654167,970
P56537,EIF6,-1.778287466,1,0,0,0,15,172,,0.465517,0.465517,0.522222,0.371429,0.61875,245
Q96IQ7,VSIG2,-0.169142402,1,0,0,0,40,134,25,0.958621,0.958621,0.966667,0.719178,0.947917,327
Q96IQ9,ZNF414,0.301029996,0,0,0,1,2,36,32,0.813793,0.813793,0.611111,0.418919,0.525,312
P0C7X5,ZNF806,,0,0,0,1,0,0,,,0.57931,,,,589
P0C7X4,FTH1P19,,0,0,0,1,0,0,,,,,,,201
P21860,ERBB3,-2.978331174,0,1,0,0,635,1652,7,0.913793,0.913793,0.780556,,0.870833,1342
P06241,FYN,-3.031320963,0,0,1,0,224,726,15,0.465517,0.465517,0.752778,0.863014,0.654167,537
P69849,NOMO3,-1.320213005,0,0,0,1,4,7,,0.465517,0.465517,0.611111,0.38964,0.654167,1222
P56545,CTBP2,-2.639766439,0,1,0,0,12,251,,0.482759,0.482759,0.6,0.68018,0.7,445
Q16816,PHKG1,-0.959268577,0,1,0,0,23,252,,0.862069,0.862069,1,1,1,387
P55212,CASP6,-2.491349099,0,1,0,0,93,874,,0.534483,0.534483,0.7,0.788288,0.6875,293
P55211,CASP9,-3.447246636,0,1,0,0,168,1313,,0.617241,0.617241,0.625,0.202703,0.814583,416
P55210,CASP7,-2.690516751,0,1,0,0,197,800,,0.558621,0.534483,0.675,0.6621,0.71875,303
P32519,ELF1,-0.753327662,1,0,0,0,35,261,1,0.806897,0.806897,0.569444,0.516204,0.71875,619
Q537H7,SPATA45,,0,0,0,1,0,5,,1,,1,,1,98
Q16819,MEP1A,-1.729601858,1,0,0,0,23,174,,0.9,0.9,0.966667,0.964444,0.997917,746
Q58G82,SYT14P1,,1,0,0,0,0,0,,,,,,,188
Q8N3Z0,PRSS35,-0.429348477,0,0,0,1,2,54,,0.975862,0.975862,0.905556,,0.860417,413
Q8N3Z3,GTPBP8,0.903089987,0,0,0,1,2,58,3,0.996552,0.996552,0.497222,0.375,0.572917,284
Q6PG37,ZNF790,,0,0,0,1,2,21,,0.862069,0.862069,0.580556,,0.539583,636
Q8N3Z6,ZCCHC7,-1.797692904,0,0,0,1,11,50,4,0.913793,0.913793,0.533333,,0.7,543
P07585,DCN,-3.052081276,1,0,0,0,106,480,5,0.534483,0.534483,0.827778,0.908451,0.833333,359
Q96J92,WNK4,-2.02485092,1,0,0,0,7,181,,0.52069,0.52069,0.966667,0.7277,0.939583,1243
Q16825,PTPN21,-0.786883493,1,0,0,0,0,92,,0.9,0.9,0.743827,0.585648,0.74375,1174
Q96J94,PIWIL1,-2.806171636,1,0,0,0,9,211,2,0.813793,0.813793,1,0.954733,1,861
Q16827,PTPRO,-1.70513031,1,0,0,0,6,56,,0.9,0.9,0.930556,1,0.939583,1216
Q9NP60,IL1RAPL2,-0.629961304,1,0,0,0,25,202,1,0.882759,0.882759,0.966667,,0.883333,686
Q16820,MEP1B,-1.525225487,1,0,0,0,5,36,,1,1,0.997222,0.986667,1,701
Q9NP61,ARFGAP3,-1.322934154,1,0,0,0,2,204,,0.52069,0.52069,0.566667,0.767361,0.654167,516
Q16821,PPP1R3A,-1.362721165,1,0,0,0,3,88,,0.913793,0.913793,0.997222,,1,1122
Q9NP62,GCM1,-1.818905072,1,0,0,0,122,218,,0.882759,0.882759,1,1,0.975,436
Q16822,PCK2,-2.28053281,1,0,0,0,8,179,20,,0.465517,0.966667,0.856164,0.947917,640
P18283,GPX2,-2.29927725,1,0,0,0,6,144,,0.482759,0.482759,0.95,0.946009,0.975,190
Q9NP64,ZCCHC17,-0.862444837,1,0,0,0,9,125,16,0.810345,0.810345,0.583333,0.150901,0.539583,241
Q96IX9,ANKRD36BP1,,0,0,0,1,0,0,,,,,,,119
Q9NP66,HMG20A,-0.653024475,1,0,0,0,42,204,18,0.748276,0.748276,0.519444,0.137255,0.516667,347
Q8N4C0,C9orf62,,0,0,0,1,0,0,,,,,,,152
Q16828,DUSP6,-2.228888961,1,0,0,0,47,379,,0.913793,0.913793,0.661111,0.376812,0.825,381
Q16829,DUSP7,-1.110051373,1,0,0,0,0,145,2,0.862069,0.862069,0.719444,,0.835417,419
Q96IX5,ATP5MD,-1.167163063,0,0,0,1,0,49,,0.465517,,0.491667,,0.470833,58
Q03591,CFHR1,-2.071320003,1,0,0,0,10,180,,0.534483,0.534483,1,0.993333,1,330
Q5MCW4,ZNF569,-2.031213618,1,0,0,0,0,80,,0.958621,0.958621,0.672222,,0.61875,686
Q8N4B5,PRR18,0.255272505,0,0,0,1,0,79,,0.996552,0.996552,1,0.967136,0.916667,295
O60487,MPZL2,-1.08540972,1,0,0,0,32,158,,0.913793,0.913793,0.827778,0.440972,0.939583,215
O60488,ACSL4,-1.88238737,1,0,0,0,5,249,,0.465517,0.465517,0.625,0.622066,0.61875,711
O60486,PLXNC1,-1.361314406,1,0,0,0,14,88,,0.596552,0.596552,0.747222,,0.847917,1568
P31260,HOXA10,-2.312121604,1,0,0,0,1,170,,0.975862,0.975862,0.95,0.606164,0.916667,410
Q7L4E1,MIGA2,-0.511883358,1,0,0,0,0,15,7,,,0.538889,0.563927,0.5375,593
P20594,NPR2,-2.114214871,1,0,0,0,53,180,1,0.786207,0.786207,0.780556,,0.775,1047
Q5SVJ3,C1orf100,-0.161368004,0,0,0,1,0,30,,,,1,,1,147
P20592,MX2,-2.625304799,1,0,0,0,1,66,,0.655172,0.655172,0.827778,,0.947917,715
O60481,ZIC3,-3.081513579,1,0,0,0,32,173,,1,1,0.997222,0.944444,0.997917,467
Q5TYM5,FAM72A,-1.243038027,1,0,0,0,0,22,,,,0.797222,,0.9625,149
P43234,CTSO,-0.914317984,1,0,0,0,19,97,2,0.913793,0.913793,0.6,0.64554,0.710417,321
P43235,CTSK,-2.981378547,0,1,0,0,71,404,6,0.710345,0.710345,0.930556,,0.860417,329
A6NM03,OR2AG2,,0,0,0,1,0,58,,1,1,0.979167,,0.939583,316
A0ZSE6,TMEM30CP,-0.193820026,0,0,0,1,0,0,,,,,,,113
P31249,HOXD3,-1.513714357,1,0,0,0,40,144,,0.913793,0.913793,0.997222,,0.90625,432
Q16836,HADH,-2.486967614,1,0,0,0,184,389,,0.465517,0.465517,0.644444,0.071429,0.641667,314
Q96IW2,SHD,-1.629069655,0,0,0,1,2,50,,1,1,0.997222,,0.939583,340
Q9NP70,AMBN,-1.999728217,1,0,0,0,5,82,2,0.937931,0.937931,0.980556,,0.985417,447
Q16831,UPP1,-1.793773918,0,1,0,0,13,113,2,0.727586,0.727586,0.794444,0.932432,0.835417,310
Q9NP71,MLXIPL,-2.295538036,1,0,0,0,22,235,,1,1,0.930556,,0.947917,852
Q15506,SPA17,-1.499470846,1,0,0,0,40,150,3,0.975862,0.975862,0.997222,0.916667,1,151
Q9NP72,RAB18,-1.624470078,1,0,0,0,12,103,,0.465517,0.465517,0.491667,,0.489583,206
Q16832,DDR2,-2.122965738,0,1,0,0,70,302,,0.768966,0.768966,0.813889,,0.825,855
Q9NP73,ALG13,-1.044247952,1,0,0,0,0,122,,0.844828,0.534483,0.519444,0.414414,0.654167,1137
Q9NP74,PALMD,-0.870301699,1,0,0,0,0,111,,0.693103,0.693103,0.780556,0.378995,0.90625,551
Q02252,ALDH6A1,-1.188664525,1,0,0,0,91,381,,0.465517,0.465517,0.997222,0.591324,0.814583,535
Q96J88,EPSTI1,-0.880300967,1,0,0,0,44,148,4,0.975862,0.975862,0.780556,0.38964,0.90625,318
Q9NP77,SSU72,-1.45153233,1,0,0,0,16,60,,0.596552,0.596552,0.472222,0.432432,0.458333,194
Q9NP78,ABCB9,-1.662934478,1,0,0,0,21,178,2,0.806897,0.806897,0.940972,0.464444,0.710417,766
Q9NP79,VTA1,-1.572893659,1,0,0,0,1,91,3,0.465517,0.465517,0.486111,0.655556,0.504167,307
Q8N4B1,FAM109A,0.003634284,1,0,0,0,0,67,5,0.996552,0.996552,0.797222,,0.745833,249
Q96J84,KIRREL1,-1.402135955,1,0,0,0,0,112,1,0.727586,,0.780556,0.995495,0.825,757
Q96IW7,SEC22A,0.330993218,0,0,0,1,0,19,,0.844828,0.844828,0.538889,,0.572917,307
Q8N4B4,FBXO39,-0.306262519,0,0,0,1,2,81,,0.768966,0.768966,1,,1,442
Q96J87,CELF6,-0.342422685,1,0,0,0,3,87,,0.786207,0.786207,0.794444,,0.791667,481
Q96J86,CYYR1,-0.632746439,1,0,0,0,0,63,2,,,0.813889,,0.86875,154
A6NLP5,TTC36,-0.425968732,0,0,0,1,0,5,,0.996552,0.996552,0.997222,0.995305,1,189
O60499,STX10,-1.145733927,1,0,0,0,0,92,,0.617241,0.617241,0.491667,0.459459,0.504167,249
Q02246,CNTN2,-2.597910649,1,0,0,0,24,198,,0.617241,0.617241,1,0.97973,0.939583,1040
O60496,DOK2,-1.514699731,1,0,0,0,33,445,5,0.806897,0.806897,0.919753,0.921296,0.985417,412
O60494,CUBN,-2.188420973,1,0,0,0,2,78,1,0.768966,0.768966,0.997222,0.995495,0.947917,3623
P43220,GLP1R,-2.920594426,0,0,1,0,38,306,,0.996552,0.996552,0.913194,,0.9625,463
A6NM10,AQP12B,-0.951377485,0,0,0,1,0,49,,1,1,1,0.986301,1,295
O60493,SNX3,-1.342296823,1,0,0,0,22,225,7,0.465517,0.465517,0.491667,,0.48125,162
A6NM11,LRRC37A2,0.250951132,0,0,0,1,0,8,,0.975862,0.975862,1,0.979167,0.61875,1700
Q96IV0,NGLY1,-1.926147534,1,0,0,0,2,32,,0.596552,0.596552,0.688889,0.391414,0.6875,654
Q15513,SPHAR,-1.044016809,0,0,0,1,2,18,,,,0,,,63
Q9NP80,PNPLA8,-1.965487451,1,0,0,0,2,114,,0.503448,0.503448,0.538889,0.287671,0.470833,782
Q9NP81,SARS2,-2.557772728,1,0,0,0,3,95,,0.482759,0.482759,0.463889,0.327703,0.458333,518
Q16849,PTPRN,-2.889093942,1,0,0,0,37,217,9,0.937931,0.937931,0.997222,0.887597,0.929167,979
Q16842,ST3GAL2,-1.317093635,1,0,0,0,26,95,4,,,0.594444,0.60628,0.63125,350
Q15517,CDSN,-3.236609447,1,0,0,0,0,0,,0.9,0.9,,,,529
P45880,VDAC2,-1.897039012,0,1,0,0,11,209,,0.465517,0.465517,0.472222,0.389671,0.48125,294
Q9NP84,TNFRSF12A,-2.135891956,1,0,0,0,183,382,,1,1,0.885802,0.633333,0.916667,129
Q9NP85,NPHS2,-2.593269112,1,0,0,0,1,96,,0.996552,0.996552,1,1,1,383
Q9NP86,CABP5,-0.727257158,0,0,0,1,5,121,1,0.57931,0.57931,0.944444,0.983936,0.985417,173
Q02241,KIF23,-2.004895934,1,0,0,0,7,126,1,0.596552,0.596552,0.847222,0.114865,0.9625,960
Q96J77,TPD52L3,-0.130333769,0,0,0,1,101,165,,,,1,,1,140
Q9NP87,POLM,-2.396120873,1,0,0,0,2,90,2,0.996552,0.996552,0.502778,,0.63125,494
Q2VPJ9,LRRC75B,0.477121255,0,0,0,1,0,45,,,,0.912037,,0.825,315
P33897,ABCD1,-2.068574677,1,0,0,0,74,269,2,0.558621,0.558621,0.752778,,0.772917,745
Q8N4A0,GALNT4,-1.027009664,1,0,0,0,2,127,,0.727586,0.596552,0.872222,,0.929167,578
Q96IV6,FAXDC2,0.062147905,0,0,0,1,2,52,,,,0.980556,,0.7,333
O60469,DSCAM,-2.12080947,1,0,0,0,24,96,,0.806897,0.806897,1,0.896396,0.870833,2012
A6NM28,ZFP92,0.84509804,0,0,0,1,0,25,,,,0.841667,,0.8875,416
P06280,GLA,-3.004184983,0,0,1,0,35,249,,0.57931,0.57931,0.619444,0.746667,0.641667,429
Q56A73,SPIN4,-0.653212518,0,0,0,1,0,26,2,1,1,0.544444,,0.6875,249
O60462,NRP2,-2.074839577,1,0,0,0,61,305,1,0.596552,0.596552,0.844444,0.675799,0.885417,931
Q16850,CYP51A1,-2.757068677,0,1,0,0,20,158,3,0.596552,0.596552,0.697222,0.995556,0.916667,503
Q16851,UGP2,-2.536523596,1,0,0,0,14,148,2,0.465517,0.465517,0.752778,0.928889,0.539583,508
P45877,PPIC,-1.667386646,1,0,0,0,43,136,,0.465517,0.465517,0.661111,0.497549,0.75625,212
Q9NP90,RAB9B,-0.190665126,1,0,0,0,7,57,9,0.52069,0.52069,0.861111,0.723744,0.825,201
Q9NP91,SLC6A20,-1.538033066,1,0,0,0,6,14,19,0.975862,0.975862,0.980556,,0.997917,592
Q9NP92,MRPS30,-0.974573819,1,0,0,0,2,91,46,0.482759,0.482759,0.466667,0.326291,0.470833,439
Q6PFW1,PPIP5K1,-1.761379151,1,0,0,0,2,35,,0.655172,0.655172,0.661111,0.27027,0.916667,1433
Q16853,AOC3,-2.798433561,0,1,0,0,57,285,6,0.596552,0.596552,0.930556,0.936937,0.90625,763
Q15528,MED22,-1.006466031,1,0,0,0,9,120,28,0.786207,0.786207,0.518519,,0.604167,200
Q9NP94,SLC39A2,-1.639817789,1,0,0,0,0,59,,,,0.966667,,0.975,309
Q16854,DGUOK,-1.909765232,1,0,0,0,10,155,54,0.52069,0.52069,0.505556,0.605856,0.516667,277
P20591,MX1,-3.06720165,1,0,0,0,112,322,1,0.57931,0.57931,0.644444,0.23516,0.997917,662
Q15527,SURF2,-0.779355941,1,0,0,0,3,31,17,,0.768966,0.794444,0.485714,0.885417,256
Q9NP95,FGF20,-1.719796678,1,0,0,0,3,117,,,,0.851852,,0.947917,211
Q15526,SURF1,-2.055640724,1,0,0,0,1,104,1,0.465517,0.465517,0.472222,,0.458333,300
Q9NP97,DYNLRB1,-2.236388593,1,0,0,0,1,41,,0.465517,0.465517,0.538889,0.509009,0.489583,96
Q9NP98,MYOZ1,-1.236476098,1,0,0,0,35,149,,0.958621,0.958621,1,1,1,299
Q96J66,ABCC11,-1.756089029,1,0,0,0,51,249,,0.482759,0.482759,1,,0.997917,1382
Q9NP99,TREM1,-2.506900407,1,0,0,0,205,473,,,,0.966667,,0.997917,234
Q96IU2,ZBED3,-0.571176747,1,0,0,0,4,65,,0.534483,0.534483,0.722222,0.71831,0.539583,234
Q96J65,ABCC12,-0.883341027,1,0,0,0,19,160,,0.727586,0.727586,0.980556,,0.997917,1359
Q96IU4,ABHD14B,-0.124938737,0,0,0,1,5,165,,0.465517,0.465517,0.569444,0.422374,0.641667,210
O60478,GPR137B,-0.399591324,0,0,0,1,0,84,6,0.996552,0.996552,0.697222,0.471111,0.654167,399
