entrez_gene_symbol,gene_long_name,category_sources,category
FAM83D,FAMILY WITH SEQUENCE SIMILARITY 83 MEMBER D,GO,TUMOR SUPPRESSOR
RUNX1,RUNT RELATED TRANSCRIPTION FACTOR 1,"MskImpact,FoundationOneGenes",CLINICALLY ACTIONABLE
NNT,NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE,GO,TRANSPORTER
PARM1,PROSTATE ANDROGEN-REGULATED MUCIN-LIKE PROTEIN 1,HingoraniCasas,DRUGGABLE GENOME
PARM1,PROSTATE ANDROGEN-REGULATED MUCIN-LIKE PROTEIN 1,GO,RNA DIRECTED DNA POLYMERASE
SLC27A3,SOLUTE CARRIER FAMILY 27 MEMBER 3,GuideToPharmacologyGenes,TRANSPORTER
FCN1,FICOLIN 1,GO,CELL SURFACE
FCN1,FICOLIN 1,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
FCN1,FICOLIN 1,GO,PROTEASE
FCN1,FICOLIN 1,"HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
FCN1,FICOLIN 1,HopkinsGroom,FIBRINOGEN
CYB5R1,CYTOCHROME B5 REDUCTASE 1,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
CHMP1A,CHARGED MULTIVESICULAR BODY PROTEIN 1A,GO,NEUTRAL ZINC METALLOPEPTIDASE
CHMP1A,CHARGED MULTIVESICULAR BODY PROTEIN 1A,GO,PROTEASE
CHMP1A,CHARGED MULTIVESICULAR BODY PROTEIN 1A,GO,TUMOR SUPPRESSOR
CHMP1A,CHARGED MULTIVESICULAR BODY PROTEIN 1A,RussLampel,DRUGGABLE GENOME
WNK2,WNK LYSINE DEFICIENT PROTEIN KINASE 2,"GuideToPharmacologyGenes,GO",KINASE
WNK2,WNK LYSINE DEFICIENT PROTEIN KINASE 2,"GuideToPharmacologyGenes,GO,dGene",SERINE THREONINE KINASE
WNK2,WNK LYSINE DEFICIENT PROTEIN KINASE 2,GO,TRANSPORTER
WNK2,WNK LYSINE DEFICIENT PROTEIN KINASE 2,"HingoraniCasas,dGene,RussLampel",DRUGGABLE GENOME
IL5,INTERLEUKIN 5,HingoraniCasas,DRUGGABLE GENOME
IL5,INTERLEUKIN 5,GO,GROWTH FACTOR
IL5,INTERLEUKIN 5,GO,TYROSINE KINASE
IL5,INTERLEUKIN 5,GO,KINASE
BCAT1,BRANCHED CHAIN AMINO ACID TRANSAMINASE 1,HingoraniCasas,DRUGGABLE GENOME
STUB1,STIP1 HOMOLOGY AND U-BOX CONTAINING PROTEIN 1,GO,DNA REPAIR
PRSS12,"PROTEASE, SERINE 12","RussLampel,HopkinsGroom,HingoraniCasas,dGene",DRUGGABLE GENOME
PRSS12,"PROTEASE, SERINE 12","HopkinsGroom,GO,dGene",PROTEASE
MBL2,MANNOSE BINDING LECTIN 2,HingoraniCasas,DRUGGABLE GENOME
MBL2,MANNOSE BINDING LECTIN 2,GO,PROTEASE
MBL2,MANNOSE BINDING LECTIN 2,GO,CELL SURFACE
ABCA7,ATP BINDING CASSETTE SUBFAMILY A MEMBER 7,"GuideToPharmacologyGenes,GO",ABC TRANSPORTER
ABCA7,ATP BINDING CASSETTE SUBFAMILY A MEMBER 7,"GuideToPharmacologyGenes,GO",TRANSPORTER
ABCA7,ATP BINDING CASSETTE SUBFAMILY A MEMBER 7,GO,CELL SURFACE
ABCA7,ATP BINDING CASSETTE SUBFAMILY A MEMBER 7,"HingoraniCasas,RussLampel",DRUGGABLE GENOME
PPP2R1A,PROTEIN PHOSPHATASE 2 SCAFFOLD SUBUNIT AALPHA,GO,TUMOR SUPPRESSOR
PPP2R1A,PROTEIN PHOSPHATASE 2 SCAFFOLD SUBUNIT AALPHA,GO,KINASE
PPP2R1A,PROTEIN PHOSPHATASE 2 SCAFFOLD SUBUNIT AALPHA,GO,SERINE THREONINE KINASE
PPP2R1A,PROTEIN PHOSPHATASE 2 SCAFFOLD SUBUNIT AALPHA,GO,PROTEIN PHOSPHATASE
PPP2R1A,PROTEIN PHOSPHATASE 2 SCAFFOLD SUBUNIT AALPHA,"MskImpact,FoundationOneGenes",CLINICALLY ACTIONABLE
ACE2,ANGIOTENSIN I CONVERTING ENZYME 2,"GuideToPharmacologyGenes,dGene,GO",PROTEASE
ACE2,ANGIOTENSIN I CONVERTING ENZYME 2,"GuideToPharmacologyGenes,GO",NEUTRAL ZINC METALLOPEPTIDASE
ACE2,ANGIOTENSIN I CONVERTING ENZYME 2,"RussLampel,dGene,HingoraniCasas",DRUGGABLE GENOME
ACE2,ANGIOTENSIN I CONVERTING ENZYME 2,GO,CELL SURFACE
CEP120,CENTROSOMAL PROTEIN 120,GO,TUMOR SUPPRESSOR
ADAM19,ADAM METALLOPEPTIDASE DOMAIN 19,"dGene,RussLampel",DRUGGABLE GENOME
ADAM19,ADAM METALLOPEPTIDASE DOMAIN 19,"dGene,GuideToPharmacologyGenes,GO",PROTEASE
ADAM19,ADAM METALLOPEPTIDASE DOMAIN 19,"GuideToPharmacologyGenes,GO",NEUTRAL ZINC METALLOPEPTIDASE
PDE9A,PHOSPHODIESTERASE 9A,"HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
FAM162A,FAMILY WITH SEQUENCE SIMILARITY 162 MEMBER A,GO,PROTEASE
CYP19A1,CYTOCHROME P450 FAMILY 19 SUBFAMILY A MEMBER 1,"HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
CYP19A1,CYTOCHROME P450 FAMILY 19 SUBFAMILY A MEMBER 1,"HopkinsGroom,GuideToPharmacologyGenes",CYTOCHROME P450
CST2,CYSTATIN SA,"dGene,GO",PROTEASE INHIBITOR
CST2,CYSTATIN SA,"dGene,HingoraniCasas",DRUGGABLE GENOME
CST2,CYSTATIN SA,GO,PROTEASE
NR4A2,NUCLEAR RECEPTOR SUBFAMILY 4 GROUP A MEMBER 2,"GO,GuideToPharmacologyGenes,HopkinsGroom,dGene,BaderLabGenes",NUCLEAR HORMONE RECEPTOR
NR4A2,NUCLEAR RECEPTOR SUBFAMILY 4 GROUP A MEMBER 2,GO,TRANSCRIPTION FACTOR BINDING
NR4A2,NUCLEAR RECEPTOR SUBFAMILY 4 GROUP A MEMBER 2,"RussLampel,HingoraniCasas,HopkinsGroom,dGene",DRUGGABLE GENOME
CFHR4,COMPLEMENT FACTOR H RELATED 4,GO,TRANSPORTER
CFHR4,COMPLEMENT FACTOR H RELATED 4,HingoraniCasas,DRUGGABLE GENOME
AKR1C8P,"ALDO-KETO REDUCTASE FAMILY 1 MEMBER C8, PSEUDOGENE","RussLampel,HopkinsGroom",DRUGGABLE GENOME
PRMT8,PROTEIN ARGININE METHYLTRANSFERASE 8,"BaderLabGenes,GuideToPharmacologyGenes",METHYL TRANSFERASE
PRMT8,PROTEIN ARGININE METHYLTRANSFERASE 8,GO,HISTONE MODIFICATION
RDH14,RETINOL DEHYDROGENASE 14 (ALL-TRANS/9-CIS/11-CIS),HopkinsGroom,DRUGGABLE GENOME
RDH14,RETINOL DEHYDROGENASE 14 (ALL-TRANS/9-CIS/11-CIS),HopkinsGroom,SHORT CHAIN DEHYDROGENASE REDUCTASE
C1QBP,COMPLEMENT C1Q BINDING PROTEIN,GO,CELL SURFACE
C1QBP,COMPLEMENT C1Q BINDING PROTEIN,GO,TRANSCRIPTION FACTOR BINDING
USP17L20,UBIQUITIN SPECIFIC PEPTIDASE 17-LIKE FAMILY MEMBER 20,GO,PROTEASE
ZBTB32,ZINC FINGER AND BTB DOMAIN CONTAINING 32,GO,DNA REPAIR
CNGA2,CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 2,"RussLampel,HingoraniCasas,HopkinsGroom",DRUGGABLE GENOME
CNGA2,CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 2,"GO,GuideToPharmacologyGenes,BaderLabGenes,HopkinsGroom",ION CHANNEL
CNGA2,CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 2,"GO,GuideToPharmacologyGenes",TRANSPORTER
SLCO4C1,SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY MEMBER 4C1,"HingoraniCasas,RussLampel",DRUGGABLE GENOME
SLCO4C1,SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY MEMBER 4C1,"GuideToPharmacologyGenes,GO",TRANSPORTER
OR2A4,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY A MEMBER 4,"dGene,HopkinsGroom,GO",G PROTEIN COUPLED RECEPTOR
OR2A4,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY A MEMBER 4,"dGene,HopkinsGroom,RussLampel",DRUGGABLE GENOME
OR2A4,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY A MEMBER 4,GO,CELL SURFACE
OR2A4,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY A MEMBER 4,GO,TUMOR SUPPRESSOR
RBPJL,RECOMBINATION SIGNAL BINDING PROTEIN FOR IMMUNOGLOBULIN KAPPA J REGION LIKE,GO,TRANSCRIPTION FACTOR COMPLEX
SDCBP,SYNDECAN BINDING PROTEIN,GO,TUMOR SUPPRESSOR
MAP2K2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,"GuideToPharmacologyGenes,GO",TYROSINE KINASE
MAP2K2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,"GuideToPharmacologyGenes,GO,HopkinsGroom",KINASE
MAP2K2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,"GuideToPharmacologyGenes,dGene,GO",SERINE THREONINE KINASE
MAP2K2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,"dGene,RussLampel,HingoraniCasas,HopkinsGroom",DRUGGABLE GENOME
MAP2K2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,"FoundationOneGenes,MskImpact",CLINICALLY ACTIONABLE
MAP2K2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,GO,TUMOR SUPPRESSOR
CCL13,C-C MOTIF CHEMOKINE LIGAND 13,HingoraniCasas,DRUGGABLE GENOME
TCN1,TRANSCOBALAMIN 1,HingoraniCasas,DRUGGABLE GENOME
CTSB,CATHEPSIN B,"dGene,GuideToPharmacologyGenes,GO,HopkinsGroom",PROTEASE
CTSB,CATHEPSIN B,"dGene,RussLampel,HingoraniCasas,HopkinsGroom",DRUGGABLE GENOME
CSN1S1,CASEIN ALPHA S1,HingoraniCasas,DRUGGABLE GENOME
CSN1S1,CASEIN ALPHA S1,GO,TRANSPORTER
EMX2,EMPTY SPIRACLES HOMEOBOX 2,GO,DRUG RESISTANCE
BRINP3,BMP/RETINOIC ACID INDUCIBLE NEURAL SPECIFIC 3,GO,TUMOR SUPPRESSOR
HEYL,HES RELATED FAMILY BHLH TRANSCRIPTION FACTOR WITH YRPW MOTIF-LIKE,GO,NUCLEAR HORMONE RECEPTOR
HEYL,HES RELATED FAMILY BHLH TRANSCRIPTION FACTOR WITH YRPW MOTIF-LIKE,GO,TRANSCRIPTION FACTOR BINDING
RPH3AL,RABPHILIN 3A LIKE (WITHOUT C2 DOMAINS),GO,DRUG RESISTANCE
PDCD10,PROGRAMMED CELL DEATH 10,GO,KINASE
PDCD10,PROGRAMMED CELL DEATH 10,GO,SERINE THREONINE KINASE
BRMS1,BREAST CANCER METASTASIS SUPPRESSOR 1,GO,TRANSCRIPTION FACTOR BINDING
BRMS1,BREAST CANCER METASTASIS SUPPRESSOR 1,GO,HISTONE MODIFICATION
PDK3,PYRUVATE DEHYDROGENASE KINASE 3,"GO,dGene,GuideToPharmacologyGenes",SERINE THREONINE KINASE
PDK3,PYRUVATE DEHYDROGENASE KINASE 3,"GO,GuideToPharmacologyGenes",KINASE
PDK3,PYRUVATE DEHYDROGENASE KINASE 3,"dGene,HopkinsGroom,RussLampel",DRUGGABLE GENOME
IGHV3-30,IMMUNOGLOBULIN HEAVY VARIABLE 3-30,GO,PROTEASE
RANBP9,RAN BINDING PROTEIN 9,HopkinsGroom,DRUGGABLE GENOME
RANBP9,RAN BINDING PROTEIN 9,HopkinsGroom,B30_2 SPRY DOMAIN
CHI3L2,CHITINASE 3 LIKE 2,HingoraniCasas,DRUGGABLE GENOME
SERPINB11,SERPIN FAMILY B MEMBER 11 (GENE/PSEUDOGENE),"HopkinsGroom,dGene,GO",PROTEASE INHIBITOR
SERPINB11,SERPIN FAMILY B MEMBER 11 (GENE/PSEUDOGENE),"HopkinsGroom,dGene,HingoraniCasas",DRUGGABLE GENOME
SERPINB11,SERPIN FAMILY B MEMBER 11 (GENE/PSEUDOGENE),GO,PROTEASE
GPR89A,G PROTEIN-COUPLED RECEPTOR 89A,GO,TRANSPORTER
GPR89A,G PROTEIN-COUPLED RECEPTOR 89A,GO,ION CHANNEL
CST9,CYSTATIN 9,"dGene,HingoraniCasas",DRUGGABLE GENOME
CST9,CYSTATIN 9,"dGene,GO",PROTEASE INHIBITOR
CST9,CYSTATIN 9,GO,PROTEASE
SIAE,SIALIC ACID ACETYLESTERASE,HingoraniCasas,DRUGGABLE GENOME
MUC3A,"MUCIN 3A, CELL SURFACE ASSOCIATED",HingoraniCasas,DRUGGABLE GENOME
REL,"REL PROTO-ONCOGENE, NF-KB SUBUNIT",MskImpact,CLINICALLY ACTIONABLE
REL,"REL PROTO-ONCOGENE, NF-KB SUBUNIT","RussLampel,HopkinsGroom",DRUGGABLE GENOME
REL,"REL PROTO-ONCOGENE, NF-KB SUBUNIT",GO,TRANSCRIPTION FACTOR COMPLEX
KAT5,LYSINE ACETYLTRANSFERASE 5,GO,DNA REPAIR
KAT5,LYSINE ACETYLTRANSFERASE 5,GO,TRANSCRIPTION FACTOR COMPLEX
KAT5,LYSINE ACETYLTRANSFERASE 5,GO,TRANSCRIPTION FACTOR BINDING
KAT5,LYSINE ACETYLTRANSFERASE 5,GO,HISTONE MODIFICATION
GADD45GIP1,GADD45G INTERACTING PROTEIN 1,GO,TUMOR SUPPRESSOR
SLC11A1,SOLUTE CARRIER FAMILY 11 MEMBER 1,"GO,GuideToPharmacologyGenes",TRANSPORTER
SLC11A1,SOLUTE CARRIER FAMILY 11 MEMBER 1,GO,KINASE
TRPV1,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 1,"GuideToPharmacologyGenes,GO",TRANSPORTER
TRPV1,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 1,"GuideToPharmacologyGenes,GO,BaderLabGenes",ION CHANNEL
TRPV1,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 1,"HingoraniCasas,RussLampel",DRUGGABLE GENOME
TRPV1,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 1,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
TRPV1,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 1,GO,CELL SURFACE
GABARAPL1,GABA TYPE A RECEPTOR ASSOCIATED PROTEIN LIKE 1,GO,TRANSCRIPTION FACTOR BINDING
RTEL1-TNFRSF6B,RTEL1-TNFRSF6B READTHROUGH (NMD CANDIDATE),GO,DNA REPAIR
IL11,INTERLEUKIN 11,HingoraniCasas,DRUGGABLE GENOME
IL11,INTERLEUKIN 11,GO,GROWTH FACTOR
SLC2A7,SOLUTE CARRIER FAMILY 2 MEMBER 7,RussLampel,DRUGGABLE GENOME
SLC2A7,SOLUTE CARRIER FAMILY 2 MEMBER 7,"GuideToPharmacologyGenes,GO",TRANSPORTER
KCNJ3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY J MEMBER 3,"GO,GuideToPharmacologyGenes",TRANSPORTER
KCNJ3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY J MEMBER 3,GO,CELL SURFACE
KCNJ3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY J MEMBER 3,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
KCNJ3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY J MEMBER 3,"GO,BaderLabGenes,GuideToPharmacologyGenes",ION CHANNEL
KCNJ3,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY J MEMBER 3,"HingoraniCasas,RussLampel",DRUGGABLE GENOME
UMPS,URIDINE MONOPHOSPHATE SYNTHETASE,"RussLampel,HingoraniCasas,HopkinsGroom",DRUGGABLE GENOME
UMPS,URIDINE MONOPHOSPHATE SYNTHETASE,GO,DRUG RESISTANCE
PPAT,PHOSPHORIBOSYL PYROPHOSPHATE AMIDOTRANSFERASE,"HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
PPAT,PHOSPHORIBOSYL PYROPHOSPHATE AMIDOTRANSFERASE,GO,DRUG RESISTANCE
TLR3,TOLL LIKE RECEPTOR 3,GO,DRUG RESISTANCE
TLR3,TOLL LIKE RECEPTOR 3,GO,KINASE
TLR3,TOLL LIKE RECEPTOR 3,GO,SERINE THREONINE KINASE
TLR3,TOLL LIKE RECEPTOR 3,HingoraniCasas,DRUGGABLE GENOME
SULT1A1,SULFOTRANSFERASE FAMILY 1A MEMBER 1,HingoraniCasas,DRUGGABLE GENOME
OR52R1,OLFACTORY RECEPTOR FAMILY 52 SUBFAMILY R MEMBER 1 (GENE/PSEUDOGENE),"dGene,RussLampel,HopkinsGroom",DRUGGABLE GENOME
OR52R1,OLFACTORY RECEPTOR FAMILY 52 SUBFAMILY R MEMBER 1 (GENE/PSEUDOGENE),"dGene,GO,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
LILRA3,LEUKOCYTE IMMUNOGLOBULIN LIKE RECEPTOR A3,HingoraniCasas,DRUGGABLE GENOME
FIGNL2,FIDGETIN LIKE 2,GO,DNA REPAIR
CHRM3,CHOLINERGIC RECEPTOR MUSCARINIC 3,"dGene,HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
CHRM3,CHOLINERGIC RECEPTOR MUSCARINIC 3,"dGene,GO,HopkinsGroom,GuideToPharmacologyGenes",G PROTEIN COUPLED RECEPTOR
CHRM3,CHOLINERGIC RECEPTOR MUSCARINIC 3,GO,PHOSPHOLIPASE
KCNF1,POTASSIUM VOLTAGE-GATED CHANNEL MODIFIER SUBFAMILY F MEMBER 1,"HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
KCNF1,POTASSIUM VOLTAGE-GATED CHANNEL MODIFIER SUBFAMILY F MEMBER 1,"HopkinsGroom,GO,GuideToPharmacologyGenes,BaderLabGenes",ION CHANNEL
KCNF1,POTASSIUM VOLTAGE-GATED CHANNEL MODIFIER SUBFAMILY F MEMBER 1,"GO,GuideToPharmacologyGenes",TRANSPORTER
SRPX2,"SUSHI REPEAT CONTAINING PROTEIN, X-LINKED 2",HingoraniCasas,DRUGGABLE GENOME
SRPX2,"SUSHI REPEAT CONTAINING PROTEIN, X-LINKED 2",GO,CELL SURFACE
OR1Q1,OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY Q MEMBER 1,"GO,HopkinsGroom,dGene",G PROTEIN COUPLED RECEPTOR
OR1Q1,OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY Q MEMBER 1,"HopkinsGroom,dGene,RussLampel",DRUGGABLE GENOME
SLC7A6,SOLUTE CARRIER FAMILY 7 MEMBER 6,"GO,GuideToPharmacologyGenes",TRANSPORTER
SLC7A6,SOLUTE CARRIER FAMILY 7 MEMBER 6,RussLampel,DRUGGABLE GENOME
FBXW5,F-BOX AND WD REPEAT DOMAIN CONTAINING 5,GO,TUMOR SUPPRESSOR
OR2B11,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY B MEMBER 11,"RussLampel,HingoraniCasas,dGene,HopkinsGroom",DRUGGABLE GENOME
OR2B11,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY B MEMBER 11,"GO,dGene,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
TRPC2,"TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY C MEMBER 2, PSEUDOGENE","GuideToPharmacologyGenes,BaderLabGenes",ION CHANNEL
TRPC2,"TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY C MEMBER 2, PSEUDOGENE",GuideToPharmacologyGenes,TRANSPORTER
GUCY2F,"GUANYLATE CYCLASE 2F, RETINAL","HopkinsGroom,GO",KINASE
GUCY2F,"GUANYLATE CYCLASE 2F, RETINAL","HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
PRKCQ,PROTEIN KINASE C THETA,"GuideToPharmacologyGenes,dGene,GO",SERINE THREONINE KINASE
PRKCQ,PROTEIN KINASE C THETA,"GuideToPharmacologyGenes,HopkinsGroom,GO",KINASE
PRKCQ,PROTEIN KINASE C THETA,"HopkinsGroom,dGene,RussLampel,HingoraniCasas",DRUGGABLE GENOME
PRKCQ,PROTEIN KINASE C THETA,GO,RNA DIRECTED DNA POLYMERASE
COX6A1,CYTOCHROME C OXIDASE SUBUNIT 6A1,GO,TRANSPORTER
SLITRK6,SLIT AND NTRK LIKE FAMILY MEMBER 6,GO,CELL SURFACE
ADRA1B,ADRENOCEPTOR ALPHA 1B,"HopkinsGroom,dGene,GO,GuideToPharmacologyGenes",G PROTEIN COUPLED RECEPTOR
ADRA1B,ADRENOCEPTOR ALPHA 1B,"HopkinsGroom,RussLampel,dGene,HingoraniCasas",DRUGGABLE GENOME
CILP,CARTILAGE INTERMEDIATE LAYER PROTEIN,HingoraniCasas,DRUGGABLE GENOME
NKX3-1,NK3 HOMEOBOX 1,GO,KINASE
NKX3-1,NK3 HOMEOBOX 1,GO,TUMOR SUPPRESSOR
NKX3-1,NK3 HOMEOBOX 1,GO,PROTEASE
NKX3-1,NK3 HOMEOBOX 1,GO,DRUG RESISTANCE
NKX3-1,NK3 HOMEOBOX 1,GO,NUCLEAR HORMONE RECEPTOR
NKX3-1,NK3 HOMEOBOX 1,GO,TRANSCRIPTION FACTOR BINDING
NKX3-1,NK3 HOMEOBOX 1,MskImpact,CLINICALLY ACTIONABLE
BMP5,BONE MORPHOGENETIC PROTEIN 5,GO,GROWTH FACTOR
BMP5,BONE MORPHOGENETIC PROTEIN 5,HingoraniCasas,DRUGGABLE GENOME
OTUD4,OTU DEUBIQUITINASE 4,GO,PROTEASE
OTOG,OTOGELIN,HingoraniCasas,DRUGGABLE GENOME
MGST1,MICROSOMAL GLUTATHIONE S-TRANSFERASE 1,"RussLampel,HopkinsGroom,HingoraniCasas",DRUGGABLE GENOME
MGST1,MICROSOMAL GLUTATHIONE S-TRANSFERASE 1,GO,DRUG RESISTANCE
OR5J1P,OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY J MEMBER 1 PSEUDOGENE,RussLampel,DRUGGABLE GENOME
HAGH,HYDROXYACYLGLUTATHIONE HYDROLASE,HingoraniCasas,DRUGGABLE GENOME
FLRT3,FIBRONECTIN LEUCINE RICH TRANSMEMBRANE PROTEIN 3,GO,KINASE
FLRT3,FIBRONECTIN LEUCINE RICH TRANSMEMBRANE PROTEIN 3,GO,TYROSINE KINASE
POLK,DNA POLYMERASE KAPPA,GO,DNA REPAIR
CLASP1,CYTOPLASMIC LINKER ASSOCIATED PROTEIN 1,GO,TUMOR SUPPRESSOR
BRPF1,BROMODOMAIN AND PHD FINGER CONTAINING 1,GO,HISTONE MODIFICATION
GJB2,GAP JUNCTION PROTEIN BETA 2,GO,TRANSPORTER
SMYD5,SMYD FAMILY MEMBER 5,BaderLabGenes,METHYL TRANSFERASE
TLR7,TOLL LIKE RECEPTOR 7,HingoraniCasas,DRUGGABLE GENOME
FKBP4,FK506 BINDING PROTEIN 4,"HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
MUC5AC,"MUCIN 5AC, OLIGOMERIC MUCUS/GEL-FORMING",HingoraniCasas,DRUGGABLE GENOME
NKX6-1,NK6 HOMEOBOX 1,GO,DRUG RESISTANCE
CST3,CYSTATIN C,"dGene,GO",PROTEASE INHIBITOR
CST3,CYSTATIN C,"dGene,HingoraniCasas",DRUGGABLE GENOME
CST3,CYSTATIN C,GO,DRUG RESISTANCE
CST3,CYSTATIN C,GO,PROTEASE
CARM1,COACTIVATOR ASSOCIATED ARGININE METHYLTRANSFERASE 1,GO,TRANSCRIPTION FACTOR COMPLEX
CARM1,COACTIVATOR ASSOCIATED ARGININE METHYLTRANSFERASE 1,GO,TUMOR SUPPRESSOR
CARM1,COACTIVATOR ASSOCIATED ARGININE METHYLTRANSFERASE 1,GO,HISTONE MODIFICATION
CARM1,COACTIVATOR ASSOCIATED ARGININE METHYLTRANSFERASE 1,HingoraniCasas,DRUGGABLE GENOME
CARM1,COACTIVATOR ASSOCIATED ARGININE METHYLTRANSFERASE 1,"BaderLabGenes,GuideToPharmacologyGenes",METHYL TRANSFERASE
KDSR,3-KETODIHYDROSPHINGOSINE REDUCTASE,"HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
KDSR,3-KETODIHYDROSPHINGOSINE REDUCTASE,"HopkinsGroom,GuideToPharmacologyGenes",SHORT CHAIN DEHYDROGENASE REDUCTASE
UBE2W,UBIQUITIN CONJUGATING ENZYME E2 W,GO,DNA REPAIR
RRAGA,RAS RELATED GTP BINDING A,GO,TUMOR SUPPRESSOR
SFXN3,SIDEROFLEXIN 3,GO,TRANSPORTER
OR11H2,OLFACTORY RECEPTOR FAMILY 11 SUBFAMILY H MEMBER 2,"GO,dGene",G PROTEIN COUPLED RECEPTOR
OR11H2,OLFACTORY RECEPTOR FAMILY 11 SUBFAMILY H MEMBER 2,dGene,DRUGGABLE GENOME
CAPN8,CALPAIN 8,"GO,HopkinsGroom,dGene",PROTEASE
CAPN8,CALPAIN 8,"HopkinsGroom,dGene",DRUGGABLE GENOME
COL16A1,COLLAGEN TYPE XVI ALPHA 1 CHAIN,HingoraniCasas,DRUGGABLE GENOME
MACC1,"MACC1, MET TRANSCRIPTIONAL REGULATOR",GO,GROWTH FACTOR
GDF2,GROWTH DIFFERENTIATION FACTOR 2,HingoraniCasas,DRUGGABLE GENOME
GDF2,GROWTH DIFFERENTIATION FACTOR 2,GO,GROWTH FACTOR
MATN2,MATRILIN 2,"RussLampel,HingoraniCasas",DRUGGABLE GENOME
CTBS,CHITOBIASE,HingoraniCasas,DRUGGABLE GENOME
NPW,NEUROPEPTIDE W,HingoraniCasas,DRUGGABLE GENOME
USF1,UPSTREAM TRANSCRIPTION FACTOR 1,GO,TRANSCRIPTION FACTOR BINDING
USF1,UPSTREAM TRANSCRIPTION FACTOR 1,GO,TRANSCRIPTION FACTOR COMPLEX
AOAH,ACYLOXYACYL HYDROLASE,HingoraniCasas,DRUGGABLE GENOME
LTA,LYMPHOTOXIN ALPHA,GO,DRUG RESISTANCE
LTA,LYMPHOTOXIN ALPHA,HingoraniCasas,DRUGGABLE GENOME
WNT7B,WNT FAMILY MEMBER 7B,GO,SERINE THREONINE KINASE
WNT7B,WNT FAMILY MEMBER 7B,GO,KINASE
WNT7B,WNT FAMILY MEMBER 7B,HingoraniCasas,DRUGGABLE GENOME
MAGEA2,MAGE FAMILY MEMBER A2,GO,TRANSCRIPTION FACTOR BINDING
EPHB1,EPH RECEPTOR B1,"FoundationOneGenes,MskImpact",CLINICALLY ACTIONABLE
EPHB1,EPH RECEPTOR B1,"HopkinsGroom,GuideToPharmacologyGenes,GO",KINASE
EPHB1,EPH RECEPTOR B1,"HopkinsGroom,dGene,RussLampel,HingoraniCasas",DRUGGABLE GENOME
EPHB1,EPH RECEPTOR B1,"GuideToPharmacologyGenes,dGene,GO",TYROSINE KINASE
GATA4,GATA BINDING PROTEIN 4,GO,TRANSCRIPTION FACTOR BINDING
